Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1991,1,1,2,602,600,648,659,US,116,NA,46,59,NA,-11,2,RNO,SFO,192,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,604,600,653,659,US,116,NA,49,59,NA,-6,4,RNO,SFO,192,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,601,600,654,659,US,116,NA,53,59,NA,-5,1,RNO,SFO,192,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,606,600,654,659,US,116,NA,48,59,NA,-5,6,RNO,SFO,192,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,5,6,959,600,1143,659,US,116,NA,104,59,NA,284,239,RNO,SFO,192,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,NA,600,NA,659,US,116,NA,NA,59,NA,NA,NA,RNO,SFO,192,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,559,600,652,659,US,116,NA,53,59,NA,-7,-1,RNO,SFO,192,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,736,735,1457,1511,US,116,NA,261,276,NA,-14,1,SFO,CLE,2161,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,738,735,1505,1511,US,116,NA,267,276,NA,-6,3,SFO,CLE,2161,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,733,735,1454,1511,US,116,NA,261,276,NA,-17,-2,SFO,CLE,2161,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,734,735,1453,1511,US,116,NA,259,276,NA,-18,-1,SFO,CLE,2161,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,5,6,1019,735,1754,1511,US,116,NA,275,276,NA,163,164,SFO,CLE,2161,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,737,735,1500,1511,US,116,NA,263,276,NA,-11,2,SFO,CLE,2161,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,732,735,1501,1511,US,116,NA,269,276,NA,-10,-3,SFO,CLE,2161,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,1641,1635,1800,1758,US,118,NA,79,83,NA,2,6,CLT,BWI,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,1632,1635,1750,1758,US,118,NA,78,83,NA,-8,-3,CLT,BWI,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,1633,1635,1753,1758,US,118,NA,80,83,NA,-5,-2,CLT,BWI,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,1635,1635,1753,1758,US,118,NA,78,83,NA,-5,0,CLT,BWI,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,5,6,1639,1635,1756,1758,US,118,NA,77,83,NA,-2,4,CLT,BWI,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,1647,1635,1755,1758,US,118,NA,68,83,NA,-3,12,CLT,BWI,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,1640,1635,1818,1758,US,118,NA,98,83,NA,20,5,CLT,BWI,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,1648,1625,1746,1717,US,118,NA,58,52,NA,29,23,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,1625,1625,1712,1717,US,118,NA,47,52,NA,-5,0,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,1625,1625,1710,1717,US,118,NA,45,52,NA,-7,0,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,1625,1625,1709,1717,US,118,NA,44,52,NA,-8,0,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,13,7,1625,1625,1707,1717,US,118,NA,42,52,NA,-10,0,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,14,1,1628,1625,1712,1717,US,118,NA,44,52,NA,-5,3,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,15,2,1628,1625,1711,1717,US,118,NA,43,52,NA,-6,3,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,16,3,1634,1625,1722,1717,US,118,NA,48,52,NA,5,9,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,17,4,1630,1625,1715,1717,US,118,NA,45,52,NA,-2,5,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,1621,1625,1705,1717,US,118,NA,44,52,NA,-12,-4,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,20,7,1620,1625,1658,1717,US,118,NA,38,52,NA,-19,-5,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,21,1,1639,1625,1727,1717,US,118,NA,48,52,NA,10,14,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,22,2,1731,1625,1821,1717,US,118,NA,50,52,NA,64,66,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,23,3,1633,1625,1719,1717,US,118,NA,46,52,NA,2,8,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,1629,1625,1721,1717,US,118,NA,52,52,NA,4,4,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,25,5,1623,1625,1710,1717,US,118,NA,47,52,NA,-7,-2,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,27,7,1629,1625,1721,1717,US,118,NA,52,52,NA,4,4,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,28,1,1630,1625,1715,1717,US,118,NA,45,52,NA,-2,5,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,29,2,1647,1625,1735,1717,US,118,NA,48,52,NA,18,22,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,30,3,1634,1625,1723,1717,US,118,NA,49,52,NA,6,9,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,31,4,1628,1625,1710,1717,US,118,NA,42,52,NA,-7,3,CLT,OAJ,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,1500,1500,1541,1547,US,118,NA,41,47,NA,-6,0,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,1457,1500,1554,1547,US,118,NA,57,47,NA,7,-3,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,1500,1500,1540,1547,US,118,NA,40,47,NA,-7,0,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,NA,1500,NA,1547,US,118,NA,NA,47,NA,NA,NA,MYR,CLT,156,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1991,1,5,6,1458,1500,1602,1547,US,118,NA,64,47,NA,15,-2,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,1457,1500,1612,1547,US,118,NA,75,47,NA,25,-3,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,NA,1500,NA,1547,US,118,NA,NA,47,NA,NA,NA,MYR,CLT,156,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,1523,1500,1620,1547,US,118,NA,57,47,NA,33,23,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,1457,1500,1549,1547,US,118,NA,52,47,NA,2,-3,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,1456,1500,1605,1547,US,118,NA,69,47,NA,18,-4,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,1457,1500,1601,1547,US,118,NA,64,47,NA,14,-3,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,13,7,1458,1500,1541,1547,US,118,NA,43,47,NA,-6,-2,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,14,1,1458,1500,1558,1547,US,118,NA,60,47,NA,11,-2,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,15,2,1457,1500,1559,1547,US,118,NA,62,47,NA,12,-3,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,16,3,1456,1500,1548,1547,US,118,NA,52,47,NA,1,-4,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,17,4,1458,1500,1558,1547,US,118,NA,60,47,NA,11,-2,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,1458,1500,1542,1547,US,118,NA,44,47,NA,-5,-2,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,20,7,1500,1500,1541,1547,US,118,NA,41,47,NA,-6,0,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,21,1,1458,1500,1540,1547,US,118,NA,42,47,NA,-7,-2,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,23,3,1459,1500,1600,1547,US,118,NA,61,47,NA,13,-1,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,1455,1500,1557,1547,US,118,NA,62,47,NA,10,-5,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,25,5,1459,1500,1550,1547,US,118,NA,51,47,NA,3,-1,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,27,7,1457,1500,1549,1547,US,118,NA,52,47,NA,2,-3,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,28,1,1459,1500,1559,1547,US,118,NA,60,47,NA,12,-1,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,29,2,1458,1500,1612,1547,US,118,NA,74,47,NA,25,-2,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,30,3,1457,1500,1610,1547,US,118,NA,73,47,NA,23,-3,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,31,4,1500,1500,1543,1547,US,118,NA,43,47,NA,-4,0,MYR,CLT,156,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,659,700,850,855,US,119,NA,111,115,NA,-5,-1,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,706,700,847,855,US,119,NA,101,115,NA,-8,6,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,659,700,855,855,US,119,NA,116,115,NA,0,-1,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,702,700,849,855,US,119,NA,107,115,NA,-6,2,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,5,6,702,700,844,855,US,119,NA,102,115,NA,-11,2,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,700,700,849,855,US,119,NA,109,115,NA,-6,0,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,720,700,925,855,US,119,NA,125,115,NA,30,20,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,659,700,850,855,US,119,NA,111,115,NA,-5,-1,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,700,700,837,855,US,119,NA,97,115,NA,-18,0,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,701,700,915,855,US,119,NA,134,115,NA,20,1,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,704,700,924,855,US,119,NA,140,115,NA,29,4,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,12,6,700,700,842,855,US,119,NA,102,115,NA,-13,0,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,13,7,707,700,845,855,US,119,NA,98,115,NA,-10,7,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,14,1,700,700,845,855,US,119,NA,105,115,NA,-10,0,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,15,2,702,700,856,855,US,119,NA,114,115,NA,1,2,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,17,4,700,700,847,855,US,119,NA,107,115,NA,-8,0,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,658,700,845,855,US,119,NA,107,115,NA,-10,-2,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,19,6,659,700,842,855,US,119,NA,103,115,NA,-13,-1,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,20,7,658,700,842,855,US,119,NA,104,115,NA,-13,-2,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,21,1,659,700,852,855,US,119,NA,113,115,NA,-3,-1,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,22,2,658,700,836,855,US,119,NA,98,115,NA,-19,-2,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,23,3,727,700,909,855,US,119,NA,102,115,NA,14,27,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,701,700,902,855,US,119,NA,121,115,NA,7,1,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,25,5,659,700,848,855,US,119,NA,109,115,NA,-7,-1,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,26,6,658,700,855,855,US,119,NA,117,115,NA,0,-2,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,27,7,704,700,853,855,US,119,NA,109,115,NA,-2,4,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,28,1,700,700,NA,855,US,119,NA,NA,115,NA,NA,0,BWI,IND,515,NA,NA,0,NA,1,NA,NA,NA,NA,NA
1991,1,29,2,658,700,911,855,US,119,NA,133,115,NA,16,-2,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,30,3,657,700,854,855,US,119,NA,117,115,NA,-1,-3,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,31,4,659,700,856,855,US,119,NA,117,115,NA,1,-1,BWI,IND,515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,929,930,954,1000,US,119,NA,85,90,NA,-6,-1,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,933,930,1001,1000,US,119,NA,88,90,NA,1,3,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,941,930,1012,1000,US,119,NA,91,90,NA,12,11,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,934,930,1003,1000,US,119,NA,89,90,NA,3,4,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,935,930,1004,1000,US,119,NA,89,90,NA,4,5,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,950,930,1021,1000,US,119,NA,91,90,NA,21,20,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,933,930,1004,1000,US,119,NA,91,90,NA,4,3,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,935,930,1003,1000,US,119,NA,88,90,NA,3,5,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,1031,930,1106,1000,US,119,NA,95,90,NA,66,61,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,948,930,1021,1000,US,119,NA,93,90,NA,21,18,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,12,6,934,930,957,1000,US,119,NA,83,90,NA,-3,4,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,13,7,929,930,952,1000,US,119,NA,83,90,NA,-8,-1,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,14,1,934,930,1001,1000,US,119,NA,87,90,NA,1,4,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,15,2,930,930,1000,1000,US,119,NA,90,90,NA,0,0,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,17,4,938,930,1012,1000,US,119,NA,94,90,NA,12,8,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,927,930,1000,1000,US,119,NA,93,90,NA,0,-3,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,19,6,932,930,951,1000,US,119,NA,79,90,NA,-9,2,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,20,7,928,930,952,1000,US,119,NA,84,90,NA,-8,-2,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,21,1,932,930,1010,1000,US,119,NA,98,90,NA,10,2,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,22,2,947,930,1006,1000,US,119,NA,79,90,NA,6,17,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,23,3,933,930,1004,1000,US,119,NA,91,90,NA,4,3,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,933,930,1001,1000,US,119,NA,88,90,NA,1,3,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,25,5,938,930,1018,1000,US,119,NA,100,90,NA,18,8,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,26,6,931,930,1006,1000,US,119,NA,95,90,NA,6,1,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,27,7,931,930,1006,1000,US,119,NA,95,90,NA,6,1,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,28,1,1147,930,1221,1000,US,119,NA,94,90,NA,141,137,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,29,2,935,930,1023,1000,US,119,NA,108,90,NA,23,5,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,30,3,952,930,1043,1000,US,119,NA,111,90,NA,43,22,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,31,4,931,930,1001,1000,US,119,NA,90,90,NA,1,1,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,1040,1040,1156,1201,US,119,NA,196,201,NA,-5,0,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,1037,1040,1158,1201,US,119,NA,201,201,NA,-3,-3,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,1050,1040,1208,1201,US,119,NA,198,201,NA,7,10,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,1048,1040,1229,1201,US,119,NA,221,201,NA,28,8,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,1048,1040,1205,1201,US,119,NA,197,201,NA,4,8,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,1052,1040,1211,1201,US,119,NA,199,201,NA,10,12,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,1041,1040,1200,1201,US,119,NA,199,201,NA,-1,1,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,1043,1040,1209,1201,US,119,NA,206,201,NA,8,3,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,1144,1040,1301,1201,US,119,NA,197,201,NA,60,64,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,1044,1040,1201,1201,US,119,NA,197,201,NA,0,4,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,12,6,1040,1040,1142,1201,US,119,NA,182,201,NA,-19,0,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,13,7,1037,1040,1157,1201,US,119,NA,200,201,NA,-4,-3,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,14,1,1039,1040,1155,1201,US,119,NA,196,201,NA,-6,-1,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,15,2,1039,1040,1153,1201,US,119,NA,194,201,NA,-8,-1,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,17,4,1046,1040,1149,1201,US,119,NA,183,201,NA,-12,6,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,1038,1040,1130,1201,US,119,NA,172,201,NA,-31,-2,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,19,6,1041,1040,1208,1201,US,119,NA,207,201,NA,7,1,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,20,7,1040,1040,1215,1201,US,119,NA,215,201,NA,14,0,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,21,1,1036,1040,1157,1201,US,119,NA,201,201,NA,-4,-4,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,22,2,1037,1040,1139,1201,US,119,NA,182,201,NA,-22,-3,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,23,3,1045,1040,1205,1201,US,119,NA,200,201,NA,4,5,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,1039,1040,1146,1201,US,119,NA,187,201,NA,-15,-1,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,25,5,1058,1040,1229,1201,US,119,NA,211,201,NA,28,18,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,26,6,1043,1040,1208,1201,US,119,NA,205,201,NA,7,3,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,27,7,1041,1040,1200,1201,US,119,NA,199,201,NA,-1,1,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,28,1,1243,1040,1412,1201,US,119,NA,209,201,NA,131,123,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,29,2,1048,1040,1201,1201,US,119,NA,193,201,NA,0,8,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,30,3,1111,1040,1209,1201,US,119,NA,178,201,NA,8,31,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,31,4,1037,1040,1152,1201,US,119,NA,195,201,NA,-9,-3,MCI,SAN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,1259,1300,1420,1423,US,119,NA,81,83,NA,-3,-1,SAN,SJC,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,1324,1300,1442,1423,US,119,NA,78,83,NA,19,24,SAN,SJC,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,1325,1300,1439,1423,US,119,NA,74,83,NA,16,25,SAN,SJC,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,1309,1300,1428,1423,US,119,NA,79,83,NA,5,9,SAN,SJC,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,1309,1300,1434,1423,US,119,NA,85,83,NA,11,9,SAN,SJC,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,1259,1300,1432,1423,US,119,NA,93,83,NA,9,-1,SAN,SJC,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,1431,1430,1552,1600,US,120,NA,81,90,NA,-8,1,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,1432,1430,1553,1600,US,120,NA,81,90,NA,-7,2,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,1436,1430,1604,1600,US,120,NA,88,90,NA,4,6,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,5,6,1442,1430,1602,1600,US,120,NA,80,90,NA,2,12,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,1431,1430,1610,1600,US,120,NA,99,90,NA,10,1,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,1537,1430,1703,1600,US,120,NA,86,90,NA,63,67,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,1430,1430,1632,1600,US,120,NA,122,90,NA,32,0,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,1454,1430,1638,1600,US,120,NA,104,90,NA,38,24,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,1429,1430,1604,1600,US,120,NA,95,90,NA,4,-1,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,12,6,1555,1430,1733,1600,US,120,NA,98,90,NA,93,85,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,13,7,NA,1430,NA,1600,US,120,NA,NA,90,NA,NA,NA,PIT,BOS,496,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1991,1,15,2,1428,1430,1622,1600,US,120,NA,114,90,NA,22,-2,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,16,3,1441,1430,1628,1600,US,120,NA,107,90,NA,28,11,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,17,4,NA,1430,NA,1600,US,120,NA,NA,90,NA,NA,NA,PIT,BOS,496,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,1433,1430,1554,1600,US,120,NA,81,90,NA,-6,3,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,19,6,1431,1430,1555,1600,US,120,NA,84,90,NA,-5,1,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,20,7,1430,1430,1552,1600,US,120,NA,82,90,NA,-8,0,PIT,BOS,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
